County,id2,Population,Deaths,rate,high_rate,low_rate,post_rate_mm,post_low,post_high,post_rate_hyp,post_low_hyp,post_high_hyp,post_rate_hypypst,post_low_hypst,post_high_hypst,post_rate_hyp_pty,post_low_hyp_pty,post_high_hyp_pty,log_rate
"Kent County, Rhode Island",44003,164614,108.0,6.560802847874421e-05,0,0,6.502020800661128e-05,5.296083532518093e-05,7.725458277094632e-05,6.523715135630336e-05,5.3061634084789414e-05,7.74854097795704e-05,6.519510882230459e-05,5.319900314961177e-05,7.748793567581627e-05,6.519510882230459e-05,5.319900314961177e-05,7.748793567581627e-05,-9.631812484155995
"Kent County, Texas",48263,769,0.0,0.0,0,1,1.628918568462287e-05,6.425302039763726e-13,6.216428496014323e-05,1.5689929131652393e-05,2.39414788413578e-17,6.68481688738012e-05,1.3478421458269656e-05,4.220431350072134e-21,6.150497918460163e-05,1.3478421458269656e-05,4.220431350072134e-21,6.150497918460163e-05,-16.977315754707732
"Kenton County, Kentucky",21117,164945,74.0,4.486343932826094e-05,0,0,4.456713525185846e-05,3.481160937467849e-05,5.509949388534976e-05,4.475069152185045e-05,3.5122529822953156e-05,5.535775668021037e-05,4.464455197855892e-05,3.505453303859898e-05,5.519066740237775e-05,4.464455197855892e-05,3.505453303859898e-05,5.519066740237775e-05,-10.011887363771356
"Keokuk County, Iowa",19107,10119,0.0,0.0,0,1,3.88114398117171e-06,2.9077851602063853e-15,1.5288471423867245e-05,3.0216549487828713e-06,5.519758236146892e-16,1.3311446056257101e-05,2.659874744963719e-06,9.890171419672074e-22,1.2140166996302605e-05,2.659874744963719e-06,9.890171419672074e-22,1.2140166996302605e-05,-16.977315754707732
"Kern County, California",6029,884788,519.0,5.865811923308182e-05,0,0,5.857503613784952e-05,5.3669552235897965e-05,6.364872974214536e-05,5.862877761875065e-05,5.368686630507789e-05,6.356392842249744e-05,5.856809198451041e-05,5.345194024723058e-05,6.350398472531498e-05,5.856809198451041e-05,5.345194024723058e-05,6.350398472531498e-05,-9.743784557099413
"Kerr County, Texas",48265,51504,26.0,5.048151599875738e-05,0,0,4.930242568085783e-05,3.107507543298782e-05,6.877787622695191e-05,4.9814538355911785e-05,3.19593425402892e-05,6.869646803419702e-05,4.9643334231257754e-05,3.184855070385366e-05,6.846274199639182e-05,4.9643334231257754e-05,3.184855070385366e-05,6.846274199639182e-05,-9.893903308511153
"Kershaw County, South Carolina",45055,64097,21.0,3.276284381484313e-05,0,0,3.230999872159545e-05,1.9931402254324352e-05,4.626125597096806e-05,3.247691295840719e-05,1.8973817312896008e-05,4.617392877084732e-05,3.236923023412124e-05,1.8999863694128406e-05,4.565034824006255e-05,3.236923023412124e-05,1.8999863694128406e-05,4.565034824006255e-05,-10.326215495212068
"Ketchikan Gateway Borough, Alaska",2130,13746,0.0,0.0,0,1,2.9961363690763504e-06,1.1384997194724561e-14,1.1809962762425186e-05,2.2524564662012054e-06,6.20206903791808e-18,9.868850694938396e-06,2.004009206352269e-06,1.7017681840387867e-17,9.06459241422228e-06,2.004009206352269e-06,1.7017681840387867e-17,9.06459241422228e-06,-16.977315754707732
"Kewaunee County, Wisconsin",55061,20405,0.0,0.0,0,1,2.165990528513955e-06,9.253184561025076e-14,8.535356496037974e-06,1.6157284830561866e-06,2.5622531805209914e-18,7.000521002636388e-06,1.3730054890255896e-06,3.473480685018568e-18,6.085810643106324e-06,1.3730054890255896e-06,3.473480685018568e-18,6.085810643106324e-06,-16.977315754707732
"Keweenaw County, Michigan",26083,2199,0.0,0.0,0,1,1.0818480414118354e-05,1.1228325936890594e-15,4.2236160839940596e-05,9.525098354375467e-06,3.5881377931244133e-16,4.2042630443288735e-05,8.413367498981837e-06,4.463388872490575e-18,3.860495440542958e-05,8.413367498981837e-06,4.463388872490575e-18,3.860495440542958e-05,-16.977315754707732
"Keya Paha County, Nebraska",31103,791,0.0,0.0,0,1,1.6209021964130134e-05,3.0292106270953137e-16,6.274171834943477e-05,1.5264024319997613e-05,1.2035344690568898e-16,6.678307365683764e-05,1.3612811319313716e-05,8.398645627524256e-17,6.0512152344398076e-05,1.3612811319313716e-05,8.398645627524256e-17,6.0512152344398076e-05,-16.977315754707732
"Kidder County, North Dakota",38043,2414,0.0,0.0,0,1,1.0484749710007576e-05,1.1984711447245257e-12,4.066555059073323e-05,8.789159573315272e-06,4.0787284034873114e-16,3.908643972701524e-05,7.856410271956598e-06,9.488945918148294e-22,3.4753595742481826e-05,7.856410271956598e-06,9.488945918148294e-22,3.4753595742481826e-05,-16.977315754707732
"Kimball County, Nebraska",31105,3679,0.0,0.0,0,1,8.188258745235499e-06,2.0116498370315258e-13,3.241460915960366e-05,6.581131261975669e-06,6.036931636633599e-16,2.9771083650445e-05,5.741775820609913e-06,2.563132260379706e-19,2.6415672902663007e-05,5.741775820609913e-06,2.563132260379706e-19,2.6415672902663007e-05,-16.977315754707732
"Kimble County, Texas",48267,4423,0.0,0.0,0,1,7.298358730507279e-06,3.250577106375566e-14,2.8154539661657896e-05,5.7414383921699505e-06,6.087336286551126e-17,2.5481538170857557e-05,5.221030591571156e-06,5.805264600489359e-18,2.3815294303013744e-05,5.221030591571156e-06,5.805264600489359e-18,2.3815294303013744e-05,-16.977315754707732
"King County, Texas",48269,289,0.0,0.0,0,1,1.9731334749222046e-05,1.7447488970448085e-15,7.72979388800378e-05,2.004812364758354e-05,2.1312012427400793e-15,8.677783766872778e-05,1.7262429691263018e-05,7.143383214541765e-21,7.69758180248836e-05,1.7262429691263018e-05,7.143383214541765e-21,7.69758180248836e-05,-16.977315754707732
"King County, Washington",53033,2149970,1398.0,6.50241631278576e-05,0,0,6.49797325820103e-05,6.16543718439013e-05,6.847219924525875e-05,6.500005830561424e-05,6.170568510125415e-05,6.839977408623605e-05,6.499776175092437e-05,6.148710018493792e-05,6.836127284244428e-05,6.499776175092437e-05,6.148710018493792e-05,6.836127284244428e-05,-9.640751616718413
"King George County, Virginia",51099,25984,0.0,0.0,0,1,1.7261588428429897e-06,7.255182670093379e-15,7.00070897671482e-06,1.2320897618644704e-06,5.337777496934011e-19,5.378905677321829e-06,1.1239727832364395e-06,1.3684013532281493e-17,5.072474633067947e-06,1.1239727832364395e-06,1.3684013532281493e-17,5.072474633067947e-06,-16.977315754707732
"King William County, Virginia",51101,16334,0.0,0.0,0,1,2.6036436737920976e-06,1.0167672561954807e-14,1.0240274557929025e-05,1.9330972670228382e-06,1.6587445877799267e-18,8.32751479184167e-06,1.7660686654072558e-06,1.589328474086217e-17,7.861382461699514e-06,1.7660686654072558e-06,1.589328474086217e-17,7.861382461699514e-06,-16.977315754707732
"King and Queen County, Virginia",51097,7159,0.0,0.0,0,1,5.230015912458073e-06,7.168333432818725e-13,2.110011319665156e-05,4.001095818482155e-06,1.5346137023836313e-16,1.7870178365971478e-05,3.5287719559077953e-06,5.1877527526317983e-17,1.6080004756153786e-05,3.5287719559077953e-06,5.1877527526317983e-17,1.6080004756153786e-05,-16.977315754707732
"Kingfisher County, Oklahoma",40073,15638,0.0,0.0,0,1,2.7192004830117135e-06,3.335235478729992e-14,1.0657093455405911e-05,2.069072121569125e-06,4.690814635068449e-16,9.20211087974764e-06,1.7720247023954708e-06,9.714585580011355e-20,8.0369863725833e-06,1.7720247023954708e-06,9.714585580011355e-20,8.0369863725833e-06,-16.977315754707732
"Kingman County, Kansas",20095,7467,0.0,0.0,0,1,4.979123063979213e-06,1.4187724511365852e-15,1.9158741980992135e-05,3.895665372678113e-06,4.071170276152786e-16,1.7083507997674365e-05,3.5307826146274015e-06,3.272332478639935e-18,1.6124754704252282e-05,3.5307826146274015e-06,3.272332478639935e-18,1.6124754704252282e-05,-16.977315754707732
"Kings County, California",6031,149785,50.0,3.338117969089028e-05,0,0,3.325163850032765e-05,2.4621129639769426e-05,4.236988560923307e-05,3.3318200938227485e-05,2.43638302041965e-05,4.263030508319195e-05,3.330517329677884e-05,2.4430035050146686e-05,4.2552676411625125e-05,3.330517329677884e-05,2.4430035050146686e-05,4.2552676411625125e-05,-10.307518299106112
"Kings County, New York",36047,2629150,1059.0,4.0279177680999564e-05,0,0,4.027065247331403e-05,3.791519456916833e-05,4.280850784972964e-05,4.027522670393502e-05,3.784018146923267e-05,4.270203937593452e-05,4.02736688077e-05,3.778640269740756e-05,4.266310840822447e-05,4.02736688077e-05,3.778640269740756e-05,4.266310840822447e-05,-10.119675905391826
"Kingsbury County, South Dakota",46077,5001,0.0,0.0,0,1,6.690053773808352e-06,1.3034052647798907e-15,2.5540877991481584e-05,5.3974191967161324e-06,2.2286482337480755e-14,2.4033586644141653e-05,4.785377899824248e-06,4.954674346958991e-19,2.1503568596764647e-05,4.785377899824248e-06,4.954674346958991e-19,2.1503568596764647e-05,-16.977315754707732
"Kinney County, Texas",48271,3590,0.0,0.0,0,1,8.332993091280193e-06,2.1987983974943834e-13,3.288811334428076e-05,6.977334917775409e-06,7.166038638571726e-17,3.0487367116929492e-05,6.053114208225354e-06,1.168370044302335e-16,2.792682779983106e-05,6.053114208225354e-06,1.168370044302335e-16,2.792682779983106e-05,-16.977315754707732
"Kiowa County, Colorado",8061,1373,0.0,0.0,0,1,1.35199883449976e-05,4.9652314122334853e-14,5.2621881785212925e-05,1.207275439489603e-05,8.878118601321209e-16,5.242542619218946e-05,1.0785011650078908e-05,1.0771924577540326e-17,4.982081290343039e-05,1.0785011650078908e-05,1.0771924577540326e-17,4.982081290343039e-05,-16.977315754707732
"Kiowa County, Kansas",20097,2483,0.0,0.0,0,1,1.0303626738739213e-05,4.661393374291874e-24,4.0167169021253655e-05,8.808732197034346e-06,1.2436273331414168e-17,3.794503597074368e-05,7.80223027077791e-06,7.778140615310241e-17,3.616612742500725e-05,7.80223027077791e-06,7.778140615310241e-17,3.616612742500725e-05,-16.977315754707732
"Kiowa County, Oklahoma",40075,9077,0.0,0.0,0,1,4.32311693084028e-06,2.9370782513306564e-13,1.6980258628331584e-05,3.185759341941816e-06,4.813883927053874e-16,1.3771212313272172e-05,2.8638766216663583e-06,3.537443316808046e-17,1.3256392550133471e-05,2.8638766216663583e-06,3.537443316808046e-17,1.3256392550133471e-05,-16.977315754707732
"Kit Carson County, Colorado",8063,8195,0.0,0.0,0,1,4.741014594021966e-06,1.6674693072050522e-15,1.9144570348398936e-05,3.512007256226422e-06,5.5513317382592655e-18,1.5674000603440166e-05,3.1182677697268925e-06,3.133986684508188e-20,1.3636978871849376e-05,3.1182677697268925e-06,3.133986684508188e-20,1.3636978871849376e-05,-16.977315754707732
"Kitsap County, Washington",53035,264811,166.0,6.268621771754194e-05,0,0,6.23514702238688e-05,5.299451462728861e-05,7.195958883145688e-05,6.239225810260493e-05,5.3189399007639255e-05,7.199524673388805e-05,6.247888374177793e-05,5.306470331063234e-05,7.178603374450759e-05,6.247888374177793e-05,5.306470331063234e-05,7.178603374450759e-05,-9.677368947605197
"Kittitas County, Washington",53037,44866,13.0,2.8975170507734142e-05,0,0,2.8695104960388975e-05,1.4972310759340083e-05,4.450507068603087e-05,2.8815484983424505e-05,1.4350925633682009e-05,4.4498842777321787e-05,2.864683079495936e-05,1.450556895311404e-05,4.404300757629073e-05,2.864683079495936e-05,1.450556895311404e-05,4.404300757629073e-05,-10.44907128410576
"Kittson County, Minnesota",27069,4333,0.0,0.0,0,1,7.425919953236983e-06,1.1370875103384524e-14,2.9716359273209935e-05,5.9531135166306416e-06,1.9158701756380669e-16,2.5993788219669954e-05,5.170956920620804e-06,2.1351961479287516e-18,2.374720221867097e-05,5.170956920620804e-06,2.1351961479287516e-18,2.374720221867097e-05,-16.977315754707732
"Klamath County, Oregon",41035,66443,38.0,5.7191878753217045e-05,0,0,5.606054475523454e-05,3.879258942366313e-05,7.357829611516028e-05,5.651427370349981e-05,3.9837737613097275e-05,7.429178872574769e-05,5.629693255832057e-05,3.8682025094599663e-05,7.423794580914841e-05,5.629693255832057e-05,3.8682025094599663e-05,7.423794580914841e-05,-9.769098649497476
"Kleberg County, Texas",48273,31690,0.0,0.0,0,1,1.4316486500161155e-06,4.1023457290108976e-13,5.606992138823201e-06,1.0346761354432908e-06,1.5789535999746596e-18,4.536075189279593e-06,2.2340946620140042e-06,6.31311216519228e-11,7.509427723178135e-06,2.2340946620140042e-06,6.31311216519228e-11,7.509427723178135e-06,-16.977315754707732
"Klickitat County, Washington",53039,21301,0.0,0.0,0,1,2.0669060714526715e-06,1.4282645747146897e-15,7.913744289683847e-06,1.5254027038914253e-06,1.94614317451845e-15,6.687043861470562e-06,1.3629339686070534e-06,2.602362697790789e-18,6.336236353494514e-06,1.3629339686070534e-06,2.602362697790789e-18,6.336236353494514e-06,-16.977315754707732
"Knott County, Kentucky",21119,15544,0.0,0.0,0,1,2.7043830639743708e-06,3.334397120749185e-14,1.0574998132732845e-05,2.01038832966374e-06,9.954644082852897e-18,8.889768274678077e-06,1.8145687993116183e-06,7.255859876828365e-16,8.274407047026713e-06,1.8145687993116183e-06,7.255859876828365e-16,8.274407047026713e-06,-16.977315754707732
"Knox County, Illinois",17095,50938,31.0,6.085829832345204e-05,0,0,5.924371270454034e-05,3.924777125988539e-05,8.008171453715103e-05,5.984352539755807e-05,4.05325856722324e-05,8.184323734065112e-05,5.952768998832371e-05,3.899612332828614e-05,8.04005720131734e-05,5.952768998832371e-05,3.899612332828614e-05,8.04005720131734e-05,-9.706962374394863
"Knox County, Indiana",18083,37744,17.0,4.50402713013989e-05,0,0,4.385920116047915e-05,2.4703069062186902e-05,6.502231167727531e-05,4.4174143971055815e-05,2.538523234070956e-05,6.550975558208137e-05,4.4180577658461355e-05,2.419918785360734e-05,6.419696284967024e-05,4.4180577658461355e-05,2.419918785360734e-05,6.419696284967024e-05,-10.007953550585286
"Knox County, Kentucky",21121,31687,11.0,3.4714551708902704e-05,0,0,3.392047846103504e-05,1.5332844090163405e-05,5.388666044386867e-05,3.41840157414784e-05,1.589661966903899e-05,5.4141692229643224e-05,3.4131300203488034e-05,1.58026564196694e-05,5.4157052976629746e-05,3.4131300203488034e-05,1.58026564196694e-05,5.4157052976629746e-05,-10.268351601312022
"Knox County, Maine",23013,39744,21.0,5.283816425120773e-05,0,0,5.120049062108759e-05,3.0246172894912086e-05,7.326073827060097e-05,5.182849826340681e-05,3.122819056646606e-05,7.379227795025128e-05,5.2297045298262256e-05,3.1113619432784205e-05,7.38682732124016e-05,5.2297045298262256e-05,3.1113619432784205e-05,7.38682732124016e-05,-9.848276820563774
"Knox County, Missouri",29103,3934,0.0,0.0,0,1,7.837122441800734e-06,4.7069560266706853e-14,3.0589121650460065e-05,6.312133181096946e-06,4.3709896162704756e-17,2.716580333991079e-05,5.5238719130641355e-06,1.0157411091351582e-20,2.5011330233458954e-05,5.5238719130641355e-06,1.0157411091351582e-20,2.5011330233458954e-05,-16.977315754707732
"Knox County, Nebraska",31107,8571,0.0,0.0,0,1,4.424910653239958e-06,6.336664855996886e-14,1.7414424689779552e-05,3.466514973074103e-06,2.0488627193657647e-17,1.4913637280945936e-05,3.0504829274935604e-06,2.5848416667783075e-18,1.353167102574292e-05,3.0504829274935604e-06,2.5848416667783075e-18,1.353167102574292e-05,-16.977315754707732
"Knox County, Ohio",39083,60814,20.0,3.288716413983622e-05,0,0,3.250505060572569e-05,1.882316389676838e-05,4.668861745911584e-05,3.262024836601445e-05,1.9080553390459342e-05,4.694427816804263e-05,3.24352040549237e-05,1.9152950840176355e-05,4.745997678921295e-05,3.24352040549237e-05,1.9152950840176355e-05,4.745997678921295e-05,-10.322428124045716
"Knox County, Tennessee",47093,456132,277.0,6.0728034867099874e-05,0,0,6.055742838318535e-05,5.348662409964369e-05,6.7839001122959e-05,6.059282753703324e-05,5.35007546180815e-05,6.791357247791249e-05,6.059353065688498e-05,5.351363959643539e-05,6.788223630345434e-05,6.059353065688498e-05,5.351363959643539e-05,6.788223630345434e-05,-9.709105107098017
"Knox County, Texas",48275,3806,0.0,0.0,0,1,8.064342744195336e-06,3.78408763962484e-13,3.17321206255455e-05,6.672383396511504e-06,1.0281427751989597e-18,2.8570666526473977e-05,5.719457864011021e-06,5.299926577129131e-18,2.603441908503131e-05,5.719457864011021e-06,5.299926577129131e-18,2.603441908503131e-05,-16.977315754707732
"Kodiak Island Borough, Alaska",2150,13732,0.0,0.0,0,1,2.980768520562775e-06,4.0206391876726315e-14,1.1613389447203633e-05,2.3015797106473254e-06,1.3165550045320442e-19,1.0081131246402556e-05,2.0201240668339943e-06,3.530272964949095e-21,9.449497182887107e-06,2.0201240668339943e-06,3.530272964949095e-21,9.449497182887107e-06,-16.977315754707732
"Koochiching County, Minnesota",27071,12628,0.0,0.0,0,1,3.200111934754931e-06,4.754484558029099e-15,1.2198072367375627e-05,2.4575407094076947e-06,1.2824420337398227e-16,1.0482677002878022e-05,2.278925480241244e-06,4.3815869522459e-18,1.0565518315310215e-05,2.278925480241244e-06,4.3815869522459e-18,1.0565518315310215e-05,-16.977315754707732
"Kootenai County, Idaho",16055,154311,85.0,5.508356500832734e-05,0,0,5.472600486660922e-05,4.323974857382128e-05,6.639844346984908e-05,5.4842261923320456e-05,4.359591419326771e-05,6.683918989749026e-05,5.479141381293493e-05,4.2479633690478344e-05,6.627173720038551e-05,5.479141381293493e-05,4.2479633690478344e-05,6.627173720038551e-05,-9.80665916200939
"Kosciusko County, Indiana",18085,79092,24.0,3.0344409042633894e-05,0,0,3.020864964914532e-05,1.8490397356834828e-05,4.188429641563271e-05,3.0186075312346646e-05,1.8237707827316052e-05,4.2249137539975545e-05,3.017754194602773e-05,1.8495251491219937e-05,4.215296561182111e-05,3.017754194602773e-05,1.8495251491219937e-05,4.215296561182111e-05,-10.402898273486821
"Kossuth County, Iowa",19109,15114,0.0,0.0,0,1,2.7821940727243566e-06,2.6767205491832895e-17,1.0873653031650604e-05,2.1140988282748234e-06,2.1375557410359133e-18,9.311516088693351e-06,1.824169835899895e-06,1.3343898814644352e-18,8.367031509272308e-06,1.824169835899895e-06,1.3343898814644352e-18,8.367031509272308e-06,-16.977315754707732
"Kusilvak Census Area, Alaska",2158,8049,0.0,0.0,0,1,4.726888702499007e-06,8.011673465406807e-13,1.8029328192465625e-05,3.706015959678951e-06,2.4631753889216316e-16,1.5993843864698694e-05,1.5988060898583057e-06,7.948845990263889e-244,9.033354864848396e-06,1.5988060898583057e-06,7.948845990263889e-244,9.033354864848396e-06,-16.977315754707732
"La Crosse County, Wisconsin",55063,118122,54.0,4.5715446741504546e-05,0,0,4.532836776256034e-05,3.332107020661668e-05,5.7456459744312275e-05,4.5407137189893256e-05,3.406748227050883e-05,5.793702888533453e-05,4.5586691836876044e-05,3.407174466930959e-05,5.810199448854722e-05,4.5586691836876044e-05,3.407174466930959e-05,5.810199448854722e-05,-9.993074314077914
"La Paz County, Arizona",4012,20317,0.0,0.0,0,1,2.1152481099438632e-06,1.8868010515077847e-18,8.175839253574946e-06,1.6342379193819146e-06,9.149857528594401e-19,7.181096620717345e-06,1.4543764185254e-06,4.5009418131532724e-20,6.640415456296891e-06,1.4543764185254e-06,4.5009418131532724e-20,6.640415456296891e-06,-16.977315754707732
"La Plata County, Colorado",8067,55623,35.0,6.29236107365658e-05,0,0,6.151091321775471e-05,4.303017270128571e-05,8.257127166213141e-05,6.182497976337465e-05,4.280932218196388e-05,8.314762657614798e-05,6.245758855637839e-05,4.2398451037727366e-05,8.168571645887758e-05,6.245758855637839e-05,4.2398451037727366e-05,8.168571645887758e-05,-9.673589095270595
"La Salle County, Texas",48283,7613,0.0,0.0,0,1,4.947092424669316e-06,7.512146941818305e-15,1.9495727539116228e-05,3.7558364593359713e-06,7.153061237918782e-16,1.65949813305471e-05,7.79946392239609e-06,2.331849997856637e-10,2.582823338052128e-05,7.79946392239609e-06,2.331849997856637e-10,2.582823338052128e-05,-16.977315754707732
"LaGrange County, Indiana",18087,39110,0.0,0.0,0,1,1.1517890625705509e-06,5.828920211169913e-14,4.519779555326745e-06,8.584640598899343e-07,4.776070782331295e-17,3.7648987317662615e-06,7.452441863089087e-07,2.7248175392702526e-18,3.334750874530341e-06,7.452441863089087e-07,2.7248175392702526e-18,3.334750874530341e-06,-16.977315754707732
"LaMoure County, North Dakota",38045,4111,0.0,0.0,0,1,7.595430555861129e-06,7.010027910445615e-13,2.9860936372524534e-05,6.1353446532363286e-06,1.9530549491350405e-16,2.7072576959801527e-05,5.450848357980691e-06,1.8776404793395568e-15,2.45951288793785e-05,5.450848357980691e-06,1.8776404793395568e-15,2.45951288793785e-05,-16.977315754707732
"LaPorte County, Indiana",18091,110015,44.0,3.9994546198245694e-05,0,0,3.96564073122744e-05,2.8105643917711164e-05,5.146967940142984e-05,3.978587871068935e-05,2.8962001609732626e-05,5.1698912688880085e-05,3.978403769321132e-05,2.8507546961052154e-05,5.1649313442133833e-05,3.978403769321132e-05,2.8507546961052154e-05,5.1649313442133833e-05,-10.126767458190026
"LaSalle County, Illinois",17099,110642,77.0,6.959382512969758e-05,1,0,6.872649023092562e-05,5.303873319661782e-05,8.348573063085251e-05,6.908824876346003e-05,5.3793343792664975e-05,8.466674500992279e-05,6.886205571497226e-05,5.459562602978984e-05,8.455552678163026e-05,6.886205571497226e-05,5.459562602978984e-05,8.455552678163026e-05,-9.572834713960596
"LaSalle Parish, Louisiana",22059,15052,0.0,0.0,0,1,2.795331910853253e-06,1.8856326874129888e-15,1.073328264273994e-05,2.0719319899368827e-06,1.4573877150544746e-18,8.916964865215635e-06,1.829629369915714e-06,6.562177964830783e-18,8.138984537334816e-06,1.829629369915714e-06,6.562177964830783e-18,8.138984537334816e-06,-16.977315754707732
"Labette County, Kansas",20099,20444,0.0,0.0,0,1,2.0891264171026643e-06,3.9454072675949397e-16,8.132796585467134e-06,1.5822902969450213e-06,1.7848904920573216e-16,7.1646037941977635e-06,1.3897047802364522e-06,7.211125584087203e-20,6.340569276382612e-06,1.3897047802364522e-06,7.211125584087203e-20,6.340569276382612e-06,-16.977315754707732
"Lac qui Parle County, Minnesota",27073,6715,0.0,0.0,0,1,5.400935248505432e-06,1.9813160793818423e-13,2.0894291941491933e-05,4.218705117373363e-06,4.486636902035173e-19,1.8554719355702205e-05,3.7318055579831593e-06,8.455448464320527e-17,1.6956644391428213e-05,3.7318055579831593e-06,8.455448464320527e-17,1.6956644391428213e-05,-16.977315754707732
"Lackawanna County, Pennsylvania",42069,211321,111.0,5.252672474576592e-05,0,0,5.221716540717312e-05,4.30219547641095e-05,6.221272183492383e-05,5.22572192366862e-05,4.32854315280558e-05,6.258399161407317e-05,5.2451753069546544e-05,4.274160371117777e-05,6.259461047268497e-05,5.2451753069546544e-05,4.274160371117777e-05,6.259461047268497e-05,-9.854188475108526
"Laclede County, Missouri",29105,35490,16.0,4.508312200619893e-05,0,0,4.37155042850958e-05,2.3220817768548476e-05,6.499899376547118e-05,4.413016887471034e-05,2.448903893070598e-05,6.529261550316188e-05,4.420603101918624e-05,2.3772206860241334e-05,6.645843946581371e-05,4.420603101918624e-05,2.3772206860241334e-05,6.645843946581371e-05,-10.007002616394807
"Lafayette County, Arkansas",5073,6847,0.0,0.0,0,1,5.408186327545241e-06,1.8003478808562745e-16,2.1113956389838428e-05,4.081177537367671e-06,3.591995473124362e-16,1.7618232167044405e-05,3.6449228203777854e-06,3.9133647273102745e-17,1.6605527741206778e-05,3.6449228203777854e-06,3.9133647273102745e-17,1.6605527741206778e-05,-16.977315754707732
"Lafayette County, Florida",12067,8617,0.0,0.0,0,1,4.3999552670697335e-06,1.6554269203587557e-14,1.6950379008901095e-05,3.462024216843163e-06,7.370254083607987e-17,1.5057394099221771e-05,3.0538054601545744e-06,1.0503281755228217e-20,1.4044981702120577e-05,3.0538054601545744e-06,1.0503281755228217e-20,1.4044981702120577e-05,-16.977315754707732
"Lafayette County, Mississippi",28071,53796,10.0,1.858874265744665e-05,0,0,1.873283204421358e-05,8.251392606933564e-06,3.0219514741092208e-05,1.874279409584504e-05,8.073442259507074e-06,2.9951387135887087e-05,1.8665275326227513e-05,8.637927515147281e-06,3.039551643016619e-05,1.8665275326227513e-05,8.637927515147281e-06,3.039551643016619e-05,-10.89295439394344
"Lafayette County, Missouri",29107,32618,11.0,3.372371083450855e-05,0,0,3.314861942563896e-05,1.57755249075152e-05,5.283434559340446e-05,3.3406046043960696e-05,1.532372704793955e-05,5.27611899016396e-05,3.304885640864881e-05,1.5132574023407393e-05,5.1939067203314974e-05,3.304885640864881e-05,1.5132574023407393e-05,5.1939067203314974e-05,-10.297309382412537
"Lafayette County, Wisconsin",55065,16753,0.0,0.0,0,1,2.5189501450263574e-06,1.8573266290513352e-13,9.47494078960298e-06,1.9526048891081614e-06,4.840916606362217e-18,8.507225761307215e-06,1.6574630392342513e-06,9.583655056368271e-18,7.606695397631115e-06,1.6574630392342513e-06,9.583655056368271e-18,7.606695397631115e-06,-16.977315754707732
"Lafayette Parish, Louisiana",22055,241398,79.0,3.272603749823942e-05,0,0,3.2588217371115825e-05,2.539284117614003e-05,3.9826257785048564e-05,3.268478286268335e-05,2.5695168824001132e-05,3.9783409883936025e-05,3.267236018420318e-05,2.5723832565990892e-05,3.9976574793907246e-05,3.267236018420318e-05,2.5723832565990892e-05,3.9976574793907246e-05,-10.327339543134128
"Lafourche Parish, Louisiana",22057,98305,41.0,4.1706932505976296e-05,0,0,4.1280174050219235e-05,2.9500634563450792e-05,5.3894889869019044e-05,4.14650764547757e-05,2.8841636251839738e-05,5.441612733852905e-05,4.1279036120048524e-05,2.9193954665233222e-05,5.4083854055222435e-05,4.1279036120048524e-05,2.9193954665233222e-05,5.4083854055222435e-05,-10.08484319583133
"Lake County, California",6033,64116,79.0,0.0001232141743090648,1,0,0.00012000488306962716,9.505657843017142e-05,0.00014750357472586347,0.00012107063403143292,9.516731003351335e-05,0.00014829664365108191,0.00012076301462164668,9.443508940425684e-05,0.00014710762486652796,0.00012076301462164668,9.443508940425684e-05,0.00014710762486652796,-9.001586462272796
"Lake County, Colorado",8065,7618,0.0,0.0,0,1,4.929621072052779e-06,7.582980484098891e-13,1.9330126806254194e-05,3.7718126568983367e-06,4.699545679260243e-17,1.6513243324335957e-05,7.859969994003133e-06,4.76328425476105e-10,2.5760110406733903e-05,7.859969994003133e-06,4.76328425476105e-10,2.5760110406733903e-05,-16.977315754707732
"Lake County, Florida",12069,335396,132.0,3.935646221183317e-05,0,0,3.9228061818935846e-05,3.2886547562771603e-05,4.609873127701956e-05,3.92582183752745e-05,3.2722712529553625e-05,4.628408524233373e-05,3.9314496502154274e-05,3.278956053446883e-05,4.603903419850148e-05,3.9314496502154274e-05,3.278956053446883e-05,4.603903419850148e-05,-10.142850372649367
"Lake County, Illinois",17097,703047,422.0,6.0024436488598913e-05,0,0,5.9871169756614185e-05,5.416651448956557e-05,6.569373223490658e-05,5.990291269752873e-05,5.445693772965794e-05,6.545990703247313e-05,5.993544151664921e-05,5.427602922367047e-05,6.577073668194676e-05,5.993544151664921e-05,5.427602922367047e-05,6.577073668194676e-05,-9.720758803846065
"Lake County, Indiana",18089,485846,287.0,5.907221629899186e-05,0,0,5.891260254717593e-05,5.231937826653076e-05,6.597100657042623e-05,5.897553248071555e-05,5.216077339379645e-05,6.590031149598463e-05,5.8978817557727325e-05,5.2000867676715914e-05,6.574052033531046e-05,5.8978817557727325e-05,5.2000867676715914e-05,6.574052033531046e-05,-9.736749857474395
"Lake County, Michigan",26085,11496,0.0,0.0,0,1,3.5056458317720454e-06,1.8449912536281352e-16,1.3633400321199546e-05,2.7443411295536645e-06,8.189924970878113e-21,1.1833411403738545e-05,2.3287929245429344e-06,6.270771753079596e-17,1.0695109255840386e-05,2.3287929245429344e-06,6.270771753079596e-17,1.0695109255840386e-05,-16.977315754707732
